customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
0941cc6c82ccb3ad29471a38e6a8dc04,01873d3c2fc620aa701e30d2c4181673,05425,sao paulo,SP
0971df83869ecd83b4282f773573bff3,a6f6c3f1be85c43acea3bdd136c56434,89203,joinville,SC
0971e2b38bc165dd8bf1b9d24a054890,dd3c3c93dbf411c967feecabdf1b8751,08051,sao paulo,SP
097ce021afdda40c7055a54a30c2f6bd,0e6f346821860fcc7dd1c8abb2422cfe,12955,bom jesus dos perdoes,SP
0994f4004d043a6b92949b75744e0e52,8087ebdbfc13d2aef5f18e68f0f83509,88708,tubarao,SC
0998fbfbcd689d31ddedcb38f3fd8105,a84b054411cab9cef6857aeaa4763426,11045,santos,SP
09c804cb1bb9c05c716227a2dd3d6116,a2659a2f67317655f6b14060a8377bec,41740,salvador,BA
09ce0754a6b5bcbb8c24d38a6ce54543,6fe3f2fcf4c33b5803e830f218451eb3,41515,salvador,BA
0a165647633fca8a08bab0951c4c7135,a5ef5cc7731fd9adc29b4190154c1730,06753,taboao da serra,SP
0a1bd304aedee91a65a9692e70d91998,a8beb07b598aff188b86be92c67e0f1a,29785,vila valerio,ES
0a6860bf531cbda0c10e174657d4e375,5f06c03e3868fb73b6c70ac75fac6e34,38600,paracatu,MG
0a788c899a1caa2d6a12019e8828fa88,b89e8adcd81b4e77d1d67eed240eb456,17455,fernao,SP
0ab5ac09913dfd3f247c7929a3799799,af5454198a97379394cacf676e1e96cb,11900,registro,SP
0af4e8ff1f457449b9586c1ffc45ccc1,39dc893707cd584729686523e0eb0dd3,29057,vitoria,ES
0afa45aa9b2befa48d4056a9037aeaaf,3ef6f3712c0d045d9546a3cbcb7d65d3,38065,uberaba,MG
0b0d7d1cf1fe43bd5ecafafb0e92e15c,f594e88b628dc49e8a6e46cbd876adbf,37584,congonhal,MG
0b5b5dbba2cc3894c03bea1a9d74a5e8,1db2eb86cd8c1dc45233524679afa266,12606,lorena,SP
0b6eceb6d7f78319c58e4e91d10004d2,87c2eb529dbad6e0fef1b43f4cf94b35,62500,itapipoca,CE
0b813ddf68690d0aca83a20391ec4a19,c35c5c670ea2e345e3136b292df0e10e,62595,cruz,CE
0b873e99a8f0f2b3432d1678dc3fd2a0,e7ed4f9558a25b5403b41224518d052a,97800,sao luiz gonzaga,RS
0b990a3550b758bda642b10c7ff76cf0,96701d73665eab8fc6fecb9863266efe,03040,sao paulo,SP
0bb10a5c4a815deda21cde1c4131e90a,05b072d40a72efe9dc9752cb3ac00dd6,16075,aracatuba,SP
0bb18eb234e80c2f203cac31f9b03078,35fd26e0b8e2aad867717d6e3227fc9d,88025,florianopolis,SC
0bc2c14672dbd55d2657dc1913bdd03a,e1d01ab557759cb60095b085ff6ade4f,36205,barbacena,MG
0be4ccac4dad0eece92dc788cd5e9260,383a372bb06ef1c032c7dc50636eee24,38550,coromandel,MG
0be74c3190e29ed9550c7c2ca1417a14,1f8a812f37c3d595f72c0ff5b85066f6,16920,castilho,SP
0bf35cac6cc7327065da879e2d90fae8,c4c0011e639bdbcf26059ddc38bd3c18,13225,varzea paulista,SP
0bf644fc54b89e3ba5b32c2b9e618de6,9065ff1d98e9831c8b9444fa2710d313,37502,itajuba,MG
0bf752a3e1a9a91859d9760834a75acb,8040b6b69f77f454c1969f6f687edce6,29709,colatina,ES
0bfe07b61bfee66e26439b13efc8ea89,e9c905c9d93eadb270434d5f1de50fee,87970,nova londrina,PR
0c32da3090365f1c34eaa407bd52778a,6faf12196f13db59a69a92ff91568816,29550,jeronimo monteiro,ES
0c3dfc99f2187c03f0e115be04ab0d72,eb69ead1e0da68c941a67677f6a39f3b,06162,osasco,SP
0c43610fd930ed4eee8f18b6a89a1755,980349653e7fe046c6ecce32d729bab3,09560,sao caetano do sul,SP
0c5ce79848f718f81dec0ee02829d074,7aaf11fd37a9580e5a7e74c59eec9428,12042,taubate,SP
0c74ae4dc7cfc64d2850f5c612bf9411,a0aca7b3db05546e683192165316eff7,13098,campinas,SP
0c792d32a3251b4f69dae8646dfbedbc,6d394722d5fc5e721aee6875a218d8db,22775,rio de janeiro,RJ
0c838ef80e244083eebe4db0da227bb2,b5f48e65c14e0e73846f1b0f8611c64e,93125,sao leopoldo,RS
0ca4bbdbec6605e739a455a86c28e158,287ae0a02c99fcc6944ae8922beb860a,96810,santa cruz do sul,RS
0cb626f6bb027482159790ab08643c1b,c6b2c164bd41abc73502efd29be542cd,55590,ipojuca,PE
0cd6b3508de5b154bb090ec5d3b341e2,3deb9256b16c2ba3086834bcc57ad694,13041,campinas,SP
0cdc56cae92a99834552b88218f2baa5,2c1fd85b76dbae1183e7f72866dde523,08040,sao paulo,SP
0cfcefc0ed0af6a2e601540feeac24e7,77cbda5b2227fa2e9de95536462fd31a,89052,blumenau,SC
0d00d77134cae4c58695086ad8d85100,8886115442775dd8a20c2dcc921c7cc8,88070,florianopolis,SC
0d15109f485330cb77c3721039e60cdd,d4a3b115ff6ab5394c886b0edb046e3f,04310,sao paulo,SP
0d380cd86105a9cb8abf440e29132168,671b97e69e72a66b0be36e82406fc42a,09951,diadema,SP
0d45bdea2b7f24d31d6d7da7a8c12d0d,b8675e46655f71c128a083ff4152d39a,26554,mesquita,RJ
0d50609a16197a4158052601ce51d830,844f54c49898195cea2b5ce2f541b586,72001,brasilia,DF
0dd483b51c6190c96232df15157970ad,a0f206c2c1a4a8f15e1fab6fe953603e,74815,goiania,GO
0dd884f71795de2277b374e5714f7102,b4e821d1470e0b442d201d391a455738,03438,sao paulo,SP
0e030dda2e8d63beb191f52346ac0fbe,27a12bf46bf13e96f6dc1d15ff2fce12,06429,barueri,SP
0e068af4f6f8959942b47a78c8255534,06e6706cd5fc45a1157b970df4b88b4d,59056,natal,RN
0e27a2aeccb3a049d9d3acf1b9561fc3,d1ab24ff7d73637cd27b282b4ac5ace5,04514,sao paulo,SP
0e477ff075da653798461adff6337e5b,46717e39938403ae43984287d25b3557,20080,rio de janeiro,RJ
0e8a675c17fd0098a9ba9cf466d8012b,cdd833bc60a44f1fe474fd896f70a6db,35420,mariana,MG
0ea8cb0fd92fb311cd7cac1299c91589,3ba31655c5f4e503b6b896c0e6952ed7,14701,bebedouro,SP
0ebd6e76d10794d15132085db227253e,80ea9b35f8854abb863d90d42261c8fd,71520,brasilia,DF
0ec772ec9c9b8134fbdecec2ff589336,c56796ad30e680795862271384f49a8d,30320,belo horizonte,MG
0ed69dedf24f7a41d9a121f868ca58a7,c7846462cecda1978a9248b0da25c4d5,04880,sao paulo,SP
0eeef532854817bddb1fe6fea6c20b6b,a48b10541da559f610aa549f4eb59538,30180,belo horizonte,MG
0ef6c3eb9b6225c4e6e938b4d1016713,4d7e6ee77e984de7603341c14791676c,06216,osasco,SP
0efd4ac57927695b9fbfbd8780d70f23,a6d3c7ee085baccb75aceec287458144,65085,sao luis,MA
0f0d67fa1a4dbe0aeee78a2092dc9810,4c0bac678bfb8ff0becd5b393b45a884,30550,belo horizonte,MG
0f3a6d2c22bbdb61d02eb98f4a1e0dfb,c5cc879614b6acdf5b62db3edd062e81,22710,rio de janeiro,RJ
0f3c6edd9f58c263db53fdb1783a249d,3321a75303831a580b0973bbf54900da,35160,ipatinga,MG
0f48fd567c7d908f03f5cbddb5d08034,0ee5220613aaf5279645253070443531,22030,rio de janeiro,RJ
0f5e161db26d065ff8926895975c0ca6,13328de954c6d7341f586b24d02741ff,01156,sao paulo,SP
0f753a0814caee1942c04f4b68cea4ed,c6beb7c861d439fc18966f613e37b9be,08421,sao paulo,SP
0f864a38c06696957ebd1c557264a1f3,115b32ea5bce18ca0f4d63e9f5262cea,28735,quissama,RJ
0f93ba90e798d14d87e136f1b9e56f9f,c1da38f46c9e10f86a672d754b4e561d,02019,sao paulo,SP
0fae07bb4b1670e3da7d768c54f59464,ef589c64edf26fb431b56db8f6515fad,66083,belem,PA
0fb114a0daa717bfb16a4155b898461b,343fc5ba6c25583233f749bca311cca4,02859,sao paulo,SP
0fb62aa00ff179056ed520c3055e9b45,62e60ff1f96c2e132ca02e04b34247f4,81730,curitiba,PR
0ff311b8f13804a95afa54e23c1cfb02,f0daba1cfcc18d5a3229e1a911313e3e,21235,rio de janeiro,RJ
0ff924800f1b14fea0d993177b08cf1a,9295fc2f2f8647c5b79752e79826f628,45600,itabuna,BA
1003176bbc6539b4cf4931fe0228a69b,7529cddb0b278198afe2ca79092325d6,04174,sao paulo,SP
1004ffe8679b2e76e70417c5224b71ee,9445e4dd2324226ebcb8a09243046a76,86840,faxinal,PR
10382753619258cb2129a23a626d1a9f,27a86b0297f39efe6b94046f95a5f4bf,04562,sao paulo,SP
10393ebe49b1afbc4ae8a0d428d051dc,1c2543a75250b1786435958a06af4545,08574,itaquaquecetuba,SP
10485a34b74fc55cb3502f137335a9f0,3c074185e3b7522767c519164ed0e143,02814,sao paulo,SP
10a1e2ad2a1671332d2ba53f19253bd5,62b35fe1a5889cd6b3e90874d1b4a74c,09320,maua,SP
10af370476c83fd83030e8c170e52466,dd92479c2bb42ffbdc755b0b67974ac5,06186,osasco,SP
10b13e89e2eb3812975f1dc3884874de,9ce5dc90259123107bd01b26ea8e59c8,41200,salvador,BA
10baa4f455812091db9188eb661c7a68,daa89b4611b5333d04b7dfd195d9740e,14701,bebedouro,SP
10bbc2e28e8d9aada22254f4d45a9fd4,571b56c7c9a85b39baef2250fae008b0,31560,belo horizonte,MG
10bdb4d046daa3102b2a3336b8ac6626,826a63183ef3a328f99d54414fe0da55,23052,rio de janeiro,RJ
10c23e73ba4e0d1dba0fcb959305ecf2,58c9adbd05815ccb9c1e1ddf6a8f6124,20020,rio de janeiro,RJ
10c4efb37540624591e9cc876785fa40,deaddabc5832a737cae0272fd87dfef4,60430,fortaleza,CE
10d74e1a3adaeada0d8da4a2b2891cc3,abcee124c52c041bafc381cbc0036d24,13081,campinas,SP
10e925f935d8bfe0a9edf39378996fd7,a58b1fe8146940d706e5f07d73bc7d51,22775,rio de janeiro,RJ
1101f065d72d5db705dee21a12d5b950,1a9e959a0b5c9032b4bfae0222fd2989,21815,rio de janeiro,RJ
1124aa987445b3d3f42412a375522a89,d98096b0c597ce4bf28a2839ad0f89fc,07020,guarulhos,SP
11529689a3fdf79b53cf853daf570b16,1b5a1fb128d2fb23ffc39090575c46ad,13219,jundiai,SP
115c455ac3a2dc3e5c81ea3da5659c33,98567142d17a8d8642e89af2f6c7b9cf,95340,nova bassano,RS
11653da9bd935f545a6bb58b7dc41d99,3c555d15cca5369965d1759ad9530a66,22245,rio de janeiro,RJ
119053da640dded32c4fe454527f73dc,8502c8109cd30372f8d8e9ca8c2a716a,40140,salvador,BA
119e936a72d10c6ea12ab6129ffd9a79,7b9ff92eb917af9f81bcfa998b63b790,65070,sao luis,MA
11ccdef696a84d0671c602467bb81e2a,675164c0840bbd9e5b9a0a34d50b3e65,58085,joao pessoa,PB
11d983fbbe99a7f4d98590596bdd225f,fa54d75873028cd9410f92cdbf523503,13082,campinas,SP
11e6c1e1c69c492681319ffe14aab2eb,09ab36a420b5c87c5c9772bdb494f2e3,48130,aramari,BA
11f0c49caade1b82c30832ba7cb8fb5c,c165b645d4f9deefb1f21f9d244375aa,08670,suzano,SP
1207f9024cf3352f0bb86cc319cb2ced,b720bceb1eead5e8409eeed32732ea49,74310,goiania,GO
1251538e4e2d9de1c61999470342ed3c,52541f277de0476d40074256599f6714,03051,sao paulo,SP
12560c8fc6ef4609768854c0dec45c80,ff5f29fbfd0a13f7e7ed9f7b92a32194,27700,vassouras,RJ
12591d8c5871d885c6e6d8f2814df84f,d7ba5097bed1548b9330222f461761bc,04840,sao paulo,SP
1286872c3c0be0909184f3a1056a7471,16bc2322bea13ae832031605ee72b8cd,95720,garibaldi,RS
1295c00ce6a0b5d21e8e2efe0540dd01,0331ceffb5757c1ca368a6c4ed73ae3a,70673,brasilia,DF
12ca54ef905df73b98dcf7ccb0b92d92,319aed7fd576c317a96b55a991befb3e,18090,sorocaba,SP
12da3cc12c05934879a7ac7b9b31ca09,87aecbf5cf4d5e1f984e1d7a481c4f93,49027,aracaju,SE
131764f6a14ca2016bce014a174c7e52,dd81a31dd911c4dc0d9f5440ca32ca81,84264,telemaco borba,PR
13208e52f365a5397f177b4b4120c895,98d09a4203b52454142ad4dee48c4281,04023,sao paulo,SP
135366749a34710bc46eb15cb5db3531,055e3d2a2a5a60055ea33e135227bf99,68543,floresta do araguaia,PA
136e5f727307a6bed0a74338d7ee9a3f,370c6f261334ee5235f6f6e13825d707,08810,mogi das cruzes,SP
1377de493eac3f735d982ffb1f321083,a3e15d29558f98562bae08c77650ddf5,13184,hortolandia,SP
13a6bcc8613c796033664f81fec6fc70,d8c9bcfdb052d3431868568f91eece65,32260,contagem,MG
13db9c37d449305364a897e44f479406,746c7bded4ed70487bf7d6461e9f855a,65590,barreirinhas,MA
13f5f91f46713c9ca70ad436db456b77,2bc7ebf4e970183f5bd343a653a8c307,78010,cuiaba,MT
1400ebf0d96ab707b2ecf5cd40091a3f,a278e5ab3d212b2c8285bdfa911b25a7,22710,rio de janeiro,RJ
1409d4984ed93c6cd3098952b9ff8ff1,ef473761105b90c05402d43c9bf26def,81010,curitiba,PR
140bf51a12fef6c8bb0ae5c195f502fd,a6c22e1aef01b2630980a308bfe91422,38701,patos de minas,MG
1435646705531d9d7ecba595d247bd50,d236006dffb32725e28fde955d09fbc5,13930,serra negra,SP
1453fb48451a18493f27e2e36cfb0962,d46de37fe2b8f3bab462d95755aac731,02911,sao paulo,SP
145f93b9592c03d9d7dfbbae7e80c6f7,d76adfdcadecba144ec1e65118e8e165,98600,tres passos,RS
14841ab540bf9dd232bcb84d8135325c,8ea127cdfebf2952bcf1314cb10ec98c,85810,cascavel,PR
14926af09825dc08d4d15878f3c545bd,33b8504997ee93e701c16848217641a2,01516,sao paulo,SP
14b2a904e8bcb72a2bbdbcf5b8e54978,486c4f9b2ca35e1afa9010d23792be4f,87301,campo mourao,PR
14c746d1ab062a46b0ddb1cb59cd8bbf,2cff422ea56f68a1e1bdce4371b88d66,21341,rio de janeiro,RJ
14e2483e0c2635d3cd24ad5e0507c925,f7d2fc6f0a2778f53d2a6bfc27bd0e8c,35960,santa barbara,MG
14fd66ddf6349b2c9c874aa2094196ae,5b952e3dc4849109f9b9287dfafdec45,30692,belo horizonte,MG
150ef1b6b2d3073c20d4e0b9118e7986,5b53a63514dcd1cfed131a137fb67fdd,72235,brasilia,DF
1520225ce891e1d6768c68b12052d208,23b833537a1b57f8e1233d20320885cf,01411,sao paulo,SP
152f7f1e31c841edcb2e9d218b90e2af,7e8044cc943709716d3b41bd9be977ae,15600,fernandopolis,SP
153f9ed55da08a668c70699abfb30404,2a71993810121005cab869235acaacd6,08694,suzano,SP
1562d6268e88c62bc715fb76f73c7b9a,b3806e7118d02476c96b3dd8578dd07f,30270,belo horizonte,MG
1576435038c52a6ec02a0a6e23670ced,d849e6dec60225ffbc33734085906919,06753,taboao da serra,SP
15778bb5115aa08c143de76f1fb32f24,4ca83a431453d9a255b231e87668e463,03673,sao paulo,SP
15943304541965ce9e0c9ec3a9891818,db8042d926c1738f9de893fb990de370,85610,renascenca,PR
159ac2552bf49fe290890620c02d767a,2d38423803c18db71ffaabc1915d98cf,07153,guarulhos,SP
15bea20cd005ed59d34db54c6b32ec98,02c639f8dd288caf7cc6dc66513c23b3,35610,dores do indaia,MG
15cd6d28330a079fcdcd23372d2930c6,a76755933c997e2d5a1cf81a3db71e8e,13272,valinhos,SP
15e2c54d007482bc098449b458ad86fa,7d9f6bcbdcf41cd30ef4691f011c5cac,13481,limeira,SP
1601d0bf4dc5e44ceef3224280577bb9,fd5163a01357fed89a029737641f90db,14094,ribeirao preto,SP
16599d79f2e23502ad2b1d5ad017eb0d,fc816e4ab40ab193e1bdb0d79968b024,72310,brasilia,DF
1664bcafea1725d052fef88e918bf61a,9abbeef7cb0624acfb8e8516fb5f1cb0,13940,aguas de lindoia,SP
16945739bbf3e4f5c2ab429606de8267,d78c12d22bb74c07f4a55c5c3a76b39d,25046,duque de caxias,RJ
16acc3d65525c4dbd79a188f57c821f0,081f8c2a3da4bfd6b1aa4cbc1cff9927,24931,marica,RJ
16cbc4e32c7cdb2964442a15b807711c,5cf21d69d40b50119524be327a12ed7b,03922,sao paulo,SP
16f5cf0023d5d11a905dabc8ffe04c02,5ad895e7b7ce9007c007cf5a524d01ae,38415,uberlandia,MG
1700391c8dfc8bd005f553a061675982,e15512b4dd34095c4d8a1cb1c38766d8,13330,indaiatuba,SP
17089785734f497b2cd404fc39932fda,cf59b7d848feec2e709f49a6c7166369,07145,guarulhos,SP
170fa80e9be57279b9ff58d86386806e,10b5d8ebc7239e0278bd3cbef0f6534c,36144,conceicao da ibitipoca,MG
1710b798ebdc5db6665c815b90a64999,5c418344883a1f8617cb5577648adb4a,65110,sao jose de ribamar,MA
17123dccf4003deea7415632427c9b49,d48bc392ab12721e76bcb5ff6f4d5520,04011,sao paulo,SP
171345b7d45c10d2ff1a8cfc52c163db,2b12a51b531dea88f25faeba84224598,20550,rio de janeiro,RJ
17b0e9829728899569d2b8bee6a124d8,768777b7676d673fb19bc4c0cf613d86,22270,rio de janeiro,RJ
17bf46f1da4feb965bb6ece7dd8bd95c,6777d4af8d5920d859e894ea694b04cb,04523,sao paulo,SP
183c90ac1c0a763b5c69fde1cc691200,24bd689acac1d4eff3cdf2ba592bd82a,85900,toledo,PR
1846f31738b622a163fe57dd41f2df49,21a9117f4f2d0eef9bece51e17bf1b71,16290,brauna,SP
184cf2d63cab844e956321da06369a1b,f0c85a3e052169c1a3aaffcb9737f170,96230,santa vitoria do palmar,RS
185e9b45f2f0219b52c196c4e066ee0a,aa0a178cbb7879e045276239b8a97705,22763,rio de janeiro,RJ
185f6a4579e6c10122c789bc38ba3337,397d9b4fe1a6f27a7180b14a42dab978,23946,angra dos reis,RJ
1867fd3a705e13f9043a5411e03958f9,4d7b6c39aa3c7b53acb8058e4094a593,05187,sao paulo,SP
186ec83c7ec57c2073127c57d48d6549,7cecee7f130941c470e112c8c9234e4e,12830,sao jose do barreiro,SP
18af9e4b5bd9da0a9c658e1226e621cd,800cf25123d236ae5c4af326089d18d8,32073,contagem,MG
18afaffac96c533eecffd4a9b2da713d,aee3ba1f1556734cc5f1fdd8ff225054,38015,uberaba,MG
18b70c2620ae375bc887c4a472178764,4b99bc966b8a9c4975ad78e20d619f1c,71520,brasilia,DF
18bf077cc226f63f9556ee53ecf916fc,88f4f2cc2cc3f7c3e8cd20d5e592424a,22430,rio de janeiro,RJ
18e4e3b5b035ce0777b667468ba0d774,8840e050375d9161257a8a684fe5b48f,12310,jacarei,SP
18eb70a38a00f5203e6449011e998840,8f29ee8f73c19eec34ae94cc73ea90f6,91160,porto alegre,RS
1909b44d6c01d36a4d946e60f46036b3,a999002d66b0ee5c8fa36a45d9e9c891,35300,caratinga,MG
191984a8ba4cbb2145acb4fe35b69664,08642cd329066fe11ec63293f714f2f8,33030,santa luzia,MG
