seller_id,seller_zip_code_prefix,seller_city,seller_state
2b1a40c1daabc6ca280c4b815c101841,35500,divinopolis,MG
2b3e4a2a3ea8e01938cabda2a3e5cc79,04733,sao paulo,SP
2be17df1c49978426251562096c3cc09,88704,tubarao,SC
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28615,nova friburgo,RJ
2c4c47cb51acd5ea5db5e0ae0e26542a,15290,buritama,SP
2c9e548be18521d1c43cde1c582c6de8,08752,mogi das cruzes,SP
2d2c62bef4c8ba0dd74e0e228e808539,14096,ribeirao preto,SP
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP
2e13c71026e1a39ba5cc1b86dcb679aa,02265,sao paulo,SP
2e1a7d075abe038c1b2743005fe42ff1,03461,sao paulo,SP
2e1c9f22be269ef4643f826c9e650a52,04850,sao paulo,SP
2e90cb1677d35cfe24eef47d441b7c87,02285,sao paulo,SP
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
2ee0a0689f2f6a72f35a7cb6033f6e7e,19025,presidente prudente,SP
2f09f7d37a97956d11cc1a7cadd5262b,14090,ribeirao preto,SP
2fdde51ad3e12f297da656d4fbd5d0b5,89228,joinville,SC
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
30a2f535bb48308f991d0b9ad4a8c4bb,13457,santa barbara d'oeste,SP
31344c16881c08a8a72c6d2eb29918c1,36500,uba,MG
318f287a62ab7ac10b703ac37435a231,04773,sao paulo,SP
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP
3296662b1331dea51e744505065ae889,15805,catanduva,SP
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
32e5635e63cb374eb63afdd242fb6134,22451,rio de janeiro,RJ
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR
3361277dc30b7cccdb0c286b24219756,87015,maringa,PR
33a6f4b1e7cdc205511e76ba1b6e0186,07084,guarulhos,SP
33ab10be054370c254ddfcf0a6253422,22790,rio de janeiro,RJ
34056b8b55c1775a22af2331670a799c,16304,penapolis,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
3504c0cb71d7fa48d967e0e4c94d59d9,09350,maua,SP
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
36a968b544695394e4e9d7572688598f,11010,santos,SP
373ee4a3a775a733770ca3f790b8b9ac,22793,rio de janeiro,RJ
37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP
37dd29b36c458d82f74a953c40c43645,13480,limeira,SP
382229d1e840115ffe3dbf5ff460e417,23092,rio de janeiro,RJ
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
38e6dada03429a47197d5d584d793b41,04763,sao paulo,SP
3903c788ded8dc03b5ebab37a2f3e9a1,06332,carapicuiba,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
392e0502231ae2f8b29994ef6398cd77,18760,cerqueira cesar,SP
3935fe5fe0f82787a9dcb8deb62be09d,04905,sao paulo,SP
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO
3ab971ce71839580d2ae5b4e40fe8044,03210,sao paulo,SP
3ade81dab5a172b88e1871c28ae05260,15076,sao jose do rio preto,SP
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
3b872fd4747f01cc56206f2934198618,14940,ibitinga,SP
3bb548e3cb7f70f28e3f11ee9dce0e59,87040,maringa,PR
3be634553519fb6536a03e1358e9fdc7,08275,sao paulo,SP
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF
3c7c4a49ec3c6550809089c6a2ca9370,03804,sao paulo,SP
3d2531eccfbde1d7c8db7a3a12fb267a,31340,contagem,MG
3d290fe363c60a77498c1126fd3fb8d3,06694,itapevi,SP
3d4b1ae7539303b5704493798893e82c,03244,sao paulo,SP
3d871de0142ce09b7081e2b9d1733cb1,13232,campo limpo paulista,SP
3d8fa2f5b647373c8620330c4e077a9f,03031,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
3e8bd881d92466e63ba9e3e809cd3c50,20751,rio de janeiro,RJ
3f995f07c49d0d55a99d5c54957f7d81,06853,itapecerica da serra,SP
3fd1e727ba94cfe122d165e176ce7967,14802,araraquara,SP
403aa86912527d730337ffcb0fb096ab,30220,belo horizonte,MG
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP
40db9e9aa57f7bb151bcda6b0f9bdbb7,52010,recife,PE
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
41b86b552e54e3a7009596125aa8b167,02470,sao paulo,SP
41c2bad7229b0c25e6becf179ebf63ff,59020,natal,RN
41c9d3997dd3c072c31139dc5bb5761f,38182,araxa,MG
4200ddf1967c5e41e48db62bc6d4b5ac,09710,sao bernardo do campo,SP
42b729f859728f5079499127a9c2ef37,03910,sao paulo,SP
42bde9fef835393bb8a8849cb6b7f245,71551,brasilia,DF
42ef3192a9ff87a22d1867b74b3ee205,09090,santo andre,SP
42fa4ee7240e9b8eb4576358ec142ba7,95012,caxias do sul,RS
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
4324dd16853115efb0fd9d0d131ba6f4,13720,sao jose do rio pardo,SP
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
4371b634e0efc0e22b09b52907d9d469,02028,sao paulo,SP
43b2c864251aa0ce4030c746984e088a,71936,brasilia,DF
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
45213867cefbf2cd4c6177e10216a951,13603,araras,SP
4559697a8f7e637227c2eeaed843baff,19029,presidente prudente,SP
45ba18c210d42734ec52c0c1c574e9ee,18130,sao roque,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
48162d548f5b1b11b9d29d1e01f75a61,13403,piracicaba,SP
4830e40640734fc1c52cd21127c341d4,03573,sao paulo,SP
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP
49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
4b1eaadf791bdbbad8c4a35b65236d52,14092,ribeirao preto,SP
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas@creditparts.com.br,PR
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
4ba52dfeba874da5b9ee7b17c7494f04,08790,mogi das cruzes,SP
4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS
4be6b962d83299498bae2190f95d6566,13561,sao carlos,SP
4bfc7a4a1cf8d4d2121c27422d9e50b5,03111,sao paulo,SP
4c03b9dd4c11ee2cb35c96c49efc9420,13232,campo limpo paulista,SP
4c18691b6037662be2df78a765d98ab5,03167,sao paulo,SP
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
4c498c7345e89aebad651544829beca0,06341,carapicuiba,SP
4ce6e5f6c52515177e18c1c9361d8677,09895,sao bernardo do campo,SP
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
4da0e408c99d2fdc2126dc9fce518060,86300,cornelio procopio,PR
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
4e2627090e6e5b9fabba883a37897683,31565,belo horizonte,MG
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ
5145090ab595c0d0b8557199f5701fbf,82900,curitiba,PR
5160d23075764e18e07c1f4a87fad743,09720,sao bernardo do campo,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
51702dc2a3e106c76dbff722b5bf0726,13835,conchal,SP
520b493b57809f446cb0a233bb3e25c7,11075,santos,SP
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
525e75a6fb1454a2325ab1734bcec221,06453,barueri,SP
527801b552d0077ffd170872eb49683b,17400,garca,SP
52d76513f0c4d97f3b99570e2c94ee31,93348,novo hamburgo,RS
52f9db5cfb423382a2fa5c9e39303202,19830,echapora,SP
530ec6109d11eaaf87999465c6afee01,85807,cascavel,PR
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
5343d0649eca2a983820bfe93fc4d17e,09270,santo andre,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
54065e9aef7e9e9c2dc23b7594db021a,20040,rio de janeiro,RJ
542917da124346b47ea1ac79a93ce454,82560,curitiba,PR
54965bbe3e4f07ae045b90b0b8541f52,85851,foz do iguacu,PR
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
54c04bdb5ec46762f8f08c7e8f86ed4a,88037,florianopolis,SC
5566627eab3fe93fd6ee08798226101a,83005,sao jose dos pinhais,PR
55a5b51f93f2b70ea513f5a047b0262a,36301,sao joao del rei,MG
55c96925041a14097b6a7825554f4ad5,02122,sao paulo,SP
55d3daac7c404d59e51c2aa2f4dc5a23,02150,sao paulo,SP
55dedd83e501d8248880557d9073cbfd,22061,rio de janeiro,RJ
55f7a3319d80f7fdf078b8f03e6725fe,06056,osasco,SP
562f8cfc51f265411f487d07e9c40e7f,30575,belo horizonte,MG
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
5659d77e8d90378e39b960ad5956f64e,12062,taubate,SP
5670f4db5b62c43d542e1b2d56b0cf7c,03694,sao paulo,SP
575df70bde3f9f2b30bf8d2e9910d725,15075,sao jose do rio preto,SP
57a834594e1e9e9219603bfec184eadc,98780,santa rosa,RS
57c764b4a836300be881e2ff86e449f9,14021,ribeirao preto,SP
57e632711dec9ec14ca7546769483e7e,88372,navegantes,SC
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
58f1a6197ed863543e0136bdedb3fce2,36407,conselheiro lafaiete,MG
594f9aaa48e5bf431f011ddc5669b0d5,32185,contagem,MG
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
59cd88080b93f3c18508673122d26169,11707,praia grande,SP
59fb871bf6f4522a87ba567b42dafecf,03655,sao paulo,SP
5a05a16bb50629ee31afab8a6d4c2674,95076,caxias do sul,RS
5a425cc503b39b262a847fd6212bf53b,86010,londrina,PR
5a8e7d5003a1f221f9e1d6e411de7c23,13076,campinas,SP
5ab05b6d86d417796c69ffd6774ec832,19815,assis,SP
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC
5b0cc932433fa5184b5b94bfe6bcc256,14940,ibitinga,SP
5b179e9e8cc7ab6fd113a46ca584da81,05424,sao paulo,SP
5b33b527da3c5b969cc99dc435cad09a,87702,paranavai,PR
5b925e1d006e9476d738aa200751b73b,04567,sao paulo,SP
5bc24d989e71e93c33e50a7782431b0e,37165,campo do meio,MG
5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,RJ
5c243662ce92d84573bfaff24c3e3700,03702,sao paulo,SP
5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
5d0363b33554b373851fc1622e4d5f3c,12952,atibaia,SP
5d3bb11474a06bdc23fb9e89f1164ee0,19804,assis,SP
5d76d80a2f5f39c891b996a1bf4c9853,05727,sao paulo,SP
5dceca129747e92ff8ef7a997dc4f8ca,13450,santa barbara d´oeste,SP
5debea795b07621e1f90532e18f96145,86800,apucarana,PR
5ee7fd217d08dfe5d3e2f51f96a12c9a,13880,vargem grande do sul,SP
5f1dc28029d2c244352a68107ec2b542,05126,sao paulo,SP
5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,SP
5f3ae9136c875522250f8184f253413a,01550,sao paulo,SP
5fd924b4836098a5be0ecf81ba054ce0,03554,sao paulo,SP
602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP
6039e27294dc75811c0d8a39069f52c0,06162,osasco,SP
60562ab00b8054280520d390c8c0045c,04809,sao paulo,SP
6061155addc1e54b4cfb51c1c2a32ad8,13043,campinas,SP
609e1a9a6c2539919b8205cf7c4e6ff0,88359,brusque,SC
612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
624f4ece8da4aafb77699233d480f8ef,05138,sao paulo,SP
62c50c1af4dfdc4149d25c5222043d39,04782,sao paulo,SP
63272377184e969942f7fff221be858d,03340,sao paulo,SP
6338ea67c41078a46ad99cc009654956,95170,farroupilha,RS
633ecdf879b94b5337cca303328e4a25,04438,sao paulo,SP
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
638cba8be1fb599bbb76fd6948351eb3,12242,sao jose dos campos,SP
63b9ae557efed31d1f7687917d248a8d,13720,sao jose do rio pardo,SP
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
6426d21aca402a131fc0a5d0960a3c90,14091,ribeirao preto,SP
655220df33262c7e0c4949a147366f94,09951,diadema,SP
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
656591be56071d4c9ef4e5fee78a578a,09180,santo andre,SP
65a7c0788e4d632ccb5e1b594b87f0bb,05782,sao paulo,SP
65b081a070633e057c462abdd6fb9dd8,75650,morrinhos,GO
65febd49fd28ec955651299159b1f527,03275,sao paulo,SP
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
66fd84ee7528c0c0de85d0f44a73d5ab,98975,campina das missoes,RS
670c26e0f1bf8d0576271d5cfaec6d2b,87025,maringa,PR
67883baaae6134ee81b271a542613728,01310,sao paulo,SP
6860153b69cc696d5dcfe1cdaaafcf62,13360,capivari,SP
688756f717c462a206ad854c5027a64a,07094,guarulhos,SP
6973a06f484aacf400ece213dbf3d946,12230,sao jose dos campos,SP
6a0cbc8af2e8abd1bdfb777943d174c6,14312,batatais,SP
6a38087bc8ad4f89ff453561005f6dea,75123,anapolis,GO
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,22775,rio de janeiro,RJ
6b90f847357d8981edd79a1eb1bf0acb,07152,guarulhos,SP
6bb0724edf0b62fb91ac404873a97241,06700,cotia,SP
6c177e38df6d3f34182b1f1d427231bf,80430,curitiba,PR
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
6d22a1fcebb6dd08c9cd90b92a93e8d0,89215,joinville,SC
6d66611d7c44cc30ce351abc49a68421,04378,sao paulo,SP
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
6d988d6174a2c27441597174f8905515,87070,maringa,PR
6ddc28b61be28373b4503a1f61cf98a9,03543,sao paulo,SP
6df688df543f90e9b38f4319e75a9d88,31230,belo horizonte,MG
6e13dd869aa7185f601c941423abcc8f,05311,sao paulo,SP
6e2d3e2dc84fb30f6078f39dd3bddd6f,83408,colombo,PR
6ec1a01e866584bb679eb9b098345919,11040,santos,SP
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
6ee85be3693ed79a8e80718743d80655,03937,sao paulo,SP
6f892e20a171e98efe17fdb971ff319b,08270,sao paulo,SP
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
6fd52c528dcb38be2eea044946b811f8,08180,sao paulo,SP
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
7040e82f899a04d1b434b795a43b4617,01026,sao paulo,SP
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
70c27847eca8195c983ed7e798c56743,20930,rio de janeiro,RJ
70eea00b476a314817cefde4aad4f89a,13250,itatiba,SP
71039d19d4303bf9054d69e9a9236699,03018,sao paulo,SP
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
712e6ed8aa4aa1fa65dab41fed5737e4,89560,videira,SC
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
71592660bbcb6a4664e97b6f8b68babc,15055,sao jose do rio preto,SP
715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
